Subject_Initials,Session_Number,Counterbalance_Order,Mouse/Touchscreen,Task,Run,Trial,Attempted_Trial,Number_of_Fixations,Fixation_1,Fixation_2,Fixation_3,Condition_Number,Horizontal/Vertical_Saccade,Saccade_Directions,Spatiotopic_Zone,Retinotopic_Zone,Correct_X,Correct_Y,Response_X,Response_Y,Error_X,Error_Y,Error_Dist,RT,True_Eccentricity,Measured_Eccentricity,PPD,initTrial,initCue,initFix1,initFixing1,initFix2,initFixing2,initFix3,initFixing3,initResp,sacLat1,sacLat2,sacLat3,errorCut_big_error_lag,initMask,saccade_condition
lb,1,4,M,S,1,17,37,1,3,0,0,1,0,0,5,5,644.77,528.68,647.36,526.43,2.5892,-2.256,3.4342,0.8933,173.4913,170.0998,21.27,210.4809,211.5471,211.747,211.7527,NA,NA,NA,NA,212.2635,0.0056,NA,NA,0,NA,0
lb,1,4,M,S,1,18,38,2,3,4,0,3,2,2,5,6,611.4,514.38,614.6,489.89,3.1989,-24.4925,24.7005,1.3745,184.2448,198.0084,21.27,216.5288,217.0286,217.2285,217.2345,217.7285,218.2754,NA,NA,219.1447,0.0058,0.5467,NA,0,NA,1
lb,1,4,M,S,1,19,39,2,2,1,0,3,2,1,5,4,654.3,492.94,664.19,506.99,9.8888,14.0532,17.1837,1.0785,162.7503,179.1546,21.27,223.9096,224.6429,224.8427,224.8525,225.3425,225.7154,NA,NA,226.5755,0.0096,0.3727,NA,0,NA,1
lb,1,4,M,S,1,20,43,2,1,2,0,3,2,2,5,6,630.47,523.92,623.19,531.05,-7.28,7.1391,10.1964,1.1507,149.2451,139.0487,21.27,245.2197,245.9524,246.1524,246.1582,246.6523,246.9267,NA,NA,247.7853,0.0057,0.2742,NA,0,NA,1
lb,1,4,M,S,1,21,46,3,1,2,4,4,3,24,5,9,606.64,547.75,602.56,481.11,-4.0778,-66.6334,66.7581,0.8064,169.8964,212.7674,21.27,262.747,263.5466,263.7468,263.7525,264.2467,264.5154,265.3627,265.677,266.5456,0.0054,0.2686,0.3141,0,NA,2
lb,1,4,M,S,1,22,47,2,3,1,0,2,1,3,5,2,632.85,485.79,641.32,496.15,8.4697,10.3627,13.3836,0.9433,141.4538,154.604,21.27,270.7611,271.444,271.644,271.6504,272.1441,272.425,NA,NA,273.2935,0.0061,0.2807,NA,0,NA,1
lb,1,4,M,S,1,23,49,3,3,4,2,4,3,23,5,3,670.98,528.68,667.01,489.67,-3.9727,-39.0138,39.2156,0.9992,177.7369,199.3176,21.27,284.2231,285.0895,285.2896,285.2953,285.7893,286.1085,286.9556,287.331,288.2054,0.0055,0.319,0.3752,0,NA,2
lb,1,4,M,S,1,24,53,2,1,3,0,2,1,4,5,8,647.15,485.79,638.11,475.75,-9.0439,-10.0357,13.5095,0.9237,141.4538,142.6812,21.27,306.2159,306.899,307.0991,307.1049,307.5989,307.877,NA,NA,308.7486,0.0057,0.2779,NA,0,NA,1
lb,1,4,M,S,1,25,54,2,3,1,0,2,1,3,5,2,661.45,488.17,625.88,478.36,-35.5652,-9.8056,36.8922,1.0548,165.8365,131.3616,21.27,313.0972,313.7468,313.9467,313.9526,314.4466,314.6966,NA,NA,315.563,0.0057,0.2498,NA,0,NA,1
lb,1,4,M,S,1,26,57,2,4,3,0,3,2,1,5,4,668.6,476.25,672.94,530,4.344,53.7428,53.9181,0.8713,119.0109,157.994,21.27,328.8252,329.5416,329.7415,329.7489,330.2414,330.5325,NA,NA,331.3911,0.0072,0.291,NA,0,NA,1
lb,1,4,M,S,1,27,58,3,1,2,1,5,2,21,5,5,673.36,526.3,686.1,528.12,12.7341,1.8224,12.8638,0.9503,198.5621,209.4721,21.27,335.6897,336.3893,336.5896,336.5956,337.0891,337.4325,338.2723,338.6322,339.505,0.0058,0.3433,0.3598,0,NA,2 return
lb,1,4,M,S,1,28,63,3,1,3,1,5,1,43,5,5,625.7,509.62,634.03,484.39,8.3299,-25.2302,26.5697,0.7344,152.8382,141.4858,21.27,362.5975,363.2139,363.414,363.4198,363.9136,364.1072,364.9467,365.446,366.3129,0.0056,0.1935,0.4991,0,NA,2 return
lb,1,4,M,S,1,29,64,3,3,1,2,4,3,32,5,3,656.68,502.47,634.03,482.21,-22.6506,-20.2527,30.3845,1.174,183.0077,182.9972,21.27,370.4948,371.178,371.3778,371.3956,371.8943,372.1939,373.044,373.4742,374.3436,0.0176,0.2994,0.43,0,NA,2
lb,1,4,M,S,1,30,66,2,2,4,0,2,1,4,5,8,673.36,547.75,628.26,475.05,-45.1019,-72.6998,85.5538,1.0486,115.5455,199.6294,21.27,384.9234,385.59,385.79,385.7956,386.2896,386.5761,NA,NA,387.4392,0.0055,0.2863,NA,0,NA,1
lb,1,4,M,S,1,31,67,2,4,2,0,2,1,3,5,2,620.94,547.75,623.8,548.98,2.8657,1.2338,3.12,0.9062,126.1964,127.6465,21.27,391.9547,392.6708,392.8708,392.878,393.3706,393.7511,NA,NA,394.6205,0.007,0.3803,NA,0,NA,1
lb,1,4,M,S,1,32,72,1,3,0,0,1,0,0,5,5,637.62,519.15,640.23,511.5,2.6136,-7.6454,8.0798,1.0547,171.1752,163.888,21.27,416.2464,416.9463,417.1461,417.1521,NA,NA,NA,NA,417.6626,0.0058,NA,NA,0,NA,0
lb,1,4,M,S,1,33,76,2,3,4,0,3,2,2,5,6,651.92,483.4,666.45,519.36,14.5297,35.9528,38.7778,0.96,178.511,141.1478,21.27,435.9566,436.7397,436.9396,436.9455,437.4394,437.7498,NA,NA,438.6224,0.0057,0.3103,NA,0,NA,1
lb,1,4,M,S,1,34,79,3,2,1,2,5,2,12,5,5,635.23,523.92,620.02,507.37,-15.2103,-16.5445,22.4739,0.721,152.6895,154.5318,21.27,453.2842,454.1005,454.3007,454.3065,454.8007,455.1577,456.0001,456.4328,457.2996,0.0056,0.3569,0.4325,0,NA,2 return
lb,1,4,M,S,1,35,80,3,4,2,1,4,3,31,5,1,647.15,483.4,641.02,532.02,-6.1337,48.6208,49.0062,0.6487,151.361,179.7816,21.27,461.4985,462.3479,462.5478,462.5559,463.0478,463.3475,464.1974,464.5599,465.4302,0.0078,0.2995,0.3623,0,NA,2
lb,1,4,M,S,1,36,81,3,2,4,2,5,1,43,5,5,604.25,540.6,616.33,515.99,12.0748,-24.6091,27.4118,0.8787,119.0109,145.5101,21.27,469.5788,470.2786,470.4787,470.4845,470.9785,471.722,472.5782,472.8687,473.7277,0.0057,0.7433,0.2904,0,NA,2 return
lb,1,4,M,S,1,37,85,3,4,3,4,5,2,12,5,5,609.02,519.15,581.71,509.68,-27.3086,-9.4736,28.9051,1.0862,183.2471,211.0058,21.27,489.106,489.8223,490.0221,490.4442,490.9385,491.2028,492.055,492.4159,493.2878,0.422,0.2642,0.3607,0,NA,2 return
lb,1,4,M,S,1,38,86,1,1,0,0,1,0,0,5,5,654.3,495.32,664.49,527.12,10.1935,31.8029,33.3966,1.105,164.1845,192.5265,21.27,497.8698,498.5526,498.7525,498.7583,NA,NA,NA,NA,499.2691,0.0056,NA,NA,0,NA,0
lb,1,4,M,S,1,39,88,2,1,2,0,3,2,2,5,6,637.62,519.15,625.31,539.96,-12.3044,20.8077,24.1735,1.2033,157.6972,134.5749,21.27,506.3501,506.9999,507.2,507.2072,507.6996,508.0236,NA,NA,508.8827,0.0071,0.3239,NA,0,NA,1
lb,1,4,M,S,1,40,92,2,4,2,0,2,1,3,5,2,630.47,547.75,614.2,491.59,-16.2644,-56.1608,58.4685,1.025,133.6758,163.8859,21.27,526.3435,527.0933,527.2932,527.2988,527.7933,528.2084,NA,NA,529.076,0.0054,0.415,NA,0,NA,1
lb,1,4,M,S,2,1,1,2,4,3,0,3,2,1,5,4,642.38,485.79,632.12,525.43,-10.262,39.64,40.9468,0.8825,145.1616,179.5091,21.27,2.0494,2.7158,2.9158,2.9216,3.4155,3.7965,NA,NA,4.6653,0.0057,0.3808,NA,0,NA,1
lb,1,4,M,S,2,2,2,3,1,2,4,4,3,24,5,9,637.62,531.06,649.52,510.45,11.9026,-20.6118,23.8017,0.913,153.3575,158.9568,21.27,8.8304,9.5135,9.7134,9.7211,10.2133,10.4982,11.3464,11.6331,12.4959,0.0076,0.2848,0.2866,0,NA,2
lb,1,4,M,S,2,3,3,3,3,4,3,5,2,21,5,5,675.75,542.98,659.28,493.45,-16.4694,-49.5274,52.1939,0.9608,167.8016,137.6568,21.27,16.678,17.4276,17.6275,17.6333,18.1275,18.4259,19.277,19.5522,20.4101,0.0056,0.2982,0.275,0,NA,2 return
lb,1,4,M,S,2,4,4,1,3,0,0,1,0,0,5,5,637.62,526.3,629.08,512.54,-8.5349,-13.7557,16.1884,0.9961,176.3988,172.6616,21.27,24.6588,25.2918,25.4916,25.4992,NA,NA,NA,NA,26.0081,0.0074,NA,NA,0,NA,0
lb,1,4,M,S,2,5,5,2,2,4,0,2,1,4,5,8,620.94,492.94,631.51,497.79,10.5766,4.8579,11.6389,1.2378,191.3635,180.4949,21.27,30.2902,30.9901,31.1897,31.1957,31.6896,31.9435,NA,NA,32.806,0.0058,0.2538,NA,0,NA,1
lb,1,4,M,S,2,6,6,2,1,3,0,2,1,4,5,8,620.94,519.15,603.96,507.42,-16.9702,-11.7314,20.6304,0.8936,183.1318,188.8392,21.27,37.3378,38.0208,38.2208,38.2267,38.7207,39.0156,NA,NA,39.8868,0.0057,0.2948,NA,0,NA,1
lb,1,4,M,S,2,7,7,1,2,0,0,1,0,0,5,5,663.83,492.94,663.23,512.11,-0.6007,19.1704,19.1798,1.1791,194.7629,181.5051,21.27,44.069,44.818600000000004,45.0186,45.0246,NA,NA,NA,NA,45.5351,0.0059,NA,NA,0,NA,0
lb,1,4,M,S,2,8,10,2,4,2,0,2,1,3,5,2,661.45,535.83,664.19,500.47,2.7395,-35.3624,35.4683,0.8916,165.8365,189.8696,21.27,61.2965,62.1796,62.3796,62.3853,62.8793,63.1725,NA,NA,64.0457,0.0056,0.293,NA,0,NA,1
lb,1,4,M,S,2,9,11,2,1,3,0,2,1,4,5,8,670.98,545.36,615.46,608.39,-55.5196,63.0231,83.9901,0.8369,172.2059,255.0207,21.27,68.2443,69.2107,69.4105,69.4172,69.9103,70.2176,NA,NA,71.0932,0.0065,0.307,NA,0,NA,1
lb,1,4,M,S,2,10,14,2,2,4,0,2,1,4,5,8,663.83,512,615.42,481.11,-48.4132,-30.8867,57.4267,0.6708,148.5096,203.6727,21.27,82.2896,82.9727,83.1726,83.1783,83.6725,83.9137,NA,NA,84.7889,0.0055,0.2411,NA,0,NA,1
lb,1,4,M,S,2,11,17,3,4,2,1,4,3,31,5,1,654.3,504.85,629.96,510.73,-24.3338,5.8759,25.0332,0.8152,170.1343,156.5279,21.27,97.6513,98.3678,98.5678,98.5735,99.0674,99.3279,100.1671,100.5799,101.4501,0.0056,0.2603,0.4126,0,NA,2
lb,1,4,M,S,2,12,18,1,1,0,0,1,0,0,5,5,675.75,516.77,686.59,532.73,10.8392,15.9681,19.2995,0.9379,194.2875,212.7909,21.27,105.5986,106.2817,106.4817,106.7172,NA,NA,NA,NA,107.2314,0.2353,NA,NA,0,NA,0
lb,1,4,M,S,2,13,22,2,2,1,0,3,2,1,5,4,656.68,497.7,592.38,511.24,-64.3029,13.537,65.7123,0.9415,167.5252,134.3402,21.27,124.2259,124.8924,125.0923,125.0982,125.592,125.8552,NA,NA,126.725,0.0057,0.263,NA,0,NA,1
lb,1,4,M,S,2,14,23,1,2,0,0,1,0,0,5,5,649.53,476.25,618.76,468.76,-30.7746,-7.4955,31.6743,0.9702,197.2915,185.6448,21.27,131.0069,131.7234,131.9233,131.9291,NA,NA,NA,NA,132.4398,0.0056,NA,NA,0,NA,0
lb,1,4,M,S,2,15,28,2,4,2,0,2,1,3,5,2,628.08,535.83,647.08,493.4,18.9976,-42.4288,46.4878,0.7552,139.3798,182.7414,21.27,155.0324,155.7988,155.9988,156.0047,156.4986,156.7711,NA,NA,157.6315,0.0057,0.2723,NA,0,NA,1
lb,1,4,M,S,2,16,29,2,3,1,0,2,1,3,5,2,616.17,507.23,613.55,550.85,-2.6181,43.6139,43.6924,0.6649,144.8091,179.2183,21.27,161.7302,162.5633,162.7632,162.769,163.263,163.517,NA,NA,164.3792,0.0057,0.2539,NA,0,NA,1
lb,1,4,M,S,2,17,30,3,3,1,3,5,1,34,5,5,675.75,492.94,637.98,479.3,-37.7662,-13.6304,40.1507,1.0512,126.1964,144.8063,21.27,168.4114,169.0944,169.2943,169.3001,169.7943,170.0694,170.9104,171.1554,172.0267,0.0057,0.275,0.2448,0,NA,2 return
lb,1,4,M,S,2,18,31,2,3,4,0,3,2,2,5,6,611.4,535.83,756,628,144.5974,92.1689,171.4745,0.6031,171.819,0.3528,21.27,176.4422,177.0919,177.2918,177.2977,177.7916,178.2452,NA,NA,179.108,0.0057,0.4534,NA,1,NA,1
lb,1,4,M,S,2,19,32,3,2,1,2,5,2,12,5,5,656.68,528.68,636.42,514.49,-20.2638,-14.1896,24.738,0.8365,166.0857,160.1083,21.27,183.0731,183.8395,184.0396,184.0454,184.5393,184.8359,185.689,185.9544,186.822,0.0056,0.2965,0.2653,0,NA,2 return
lb,1,4,M,S,2,20,35,1,3,0,0,1,0,0,5,5,611.4,514.38,620.75,501.82,9.3474,-12.5589,15.6556,1.1142,187.228,172.0806,21.27,201.3839,202.0502,202.2501,202.256,NA,NA,NA,NA,202.7669,0.0057,NA,NA,0,NA,0
lb,1,4,M,S,2,21,36,3,2,4,2,5,1,43,5,5,668.6,519.15,645.34,512.87,-23.2614,-6.2822,24.0948,0.6991,181.338,167.6189,21.27,207.2651,207.9482,208.1483,208.1541,208.648,208.9299,209.7811,210.165,211.0307,0.0057,0.2817,0.3838,0,NA,2 return
lb,1,4,M,S,2,22,39,2,4,3,0,3,2,1,5,4,628.08,526.3,598.8,561.88,-29.2836,35.5763,46.0783,0.8309,182.9456,228.883,21.27,221.877,222.76,222.96,222.9656,223.4599,223.7409,NA,NA,224.6096,0.0055,0.2808,NA,0,NA,1
lb,1,4,M,S,2,23,44,2,2,1,0,3,2,1,5,4,630.47,521.53,640.28,536.88,9.8098,15.3504,18.2172,0.8084,164.9534,183.0214,21.27,243.2533,244.1365,244.3364,244.3423,244.8362,245.1741,NA,NA,246.0359,0.0057,0.3378,NA,0,NA,1
lb,1,4,M,S,2,24,45,3,2,1,3,4,3,14,5,7,637.62,509.62,655.42,487.68,17.8011,-21.9411,28.254,0.977,164.4361,136.445,21.27,250.2345,250.9174,251.1174,251.1232,251.6174,251.8728,252.7168,252.9621,253.8333,0.0057,0.2554,0.2452,0,NA,2
lb,1,4,M,S,2,25,46,1,4,0,0,1,0,0,5,5,625.7,526.3,637.06,506.33,11.3612,-19.9706,22.9761,0.7609,165.6405,170.5003,21.27,258.1984,259.3982,259.5981,259.6038,NA,NA,NA,NA,260.1144,0.0055,NA,NA,0,NA,0
lb,1,4,M,S,2,26,50,3,2,4,3,4,3,41,5,7,616.17,542.98,581.26,528.43,-34.9071,-14.5547,37.8199,0.7871,203.2222,219.5984,21.27,275.4096,276.2258,276.4258,276.4316,276.9257,277.1526,278.0085,278.3065,279.1748,0.0056,0.2268,0.2979,0,NA,2
lb,1,4,M,S,2,27,52,1,1,0,0,1,0,0,5,5,620.94,504.85,596.2,506.34,-24.7398,1.4853,24.784300000000002,1.0226,146.1085,132.2021,21.27,297.369,298.1354,298.3353,298.3413,NA,NA,NA,NA,298.8517,0.0058,NA,NA,0,NA,0
lb,1,4,M,S,2,28,53,2,3,1,0,2,1,3,5,2,623.32,547.75,639.16,537.02,15.8381,-10.7233,19.1268,0.7155,181.7046,182.4185,21.27,303.2835,304.1167,304.3165,304.323,304.8164,305.0994,NA,NA,305.966,0.0063,0.2829,NA,0,NA,1
lb,1,4,M,S,2,29,54,2,3,4,0,3,2,2,5,6,654.3,514.38,669.96,500.04,15.6583,-14.3441,21.2352,0.6602,152.8382,154.5455,21.27,310.0981,310.7811,310.981,310.9868,311.481,311.7869,NA,NA,312.6471,0.0057,0.3058,NA,0,NA,1
lb,1,4,M,S,2,30,59,3,4,3,1,4,3,13,5,1,616.17,490.55,656.9,541.01,40.7296,50.4558,64.8436,0.6317,132.3951,197.0484,21.27,337.6557,338.3054,338.5055,338.5112,339.0051,339.2848,340.1383,340.4928,341.3544,0.0055,0.2796,0.3543,0,NA,2
lb,1,4,M,S,2,31,60,2,1,2,0,3,2,2,5,6,656.68,521.53,628.05,538.26,-28.6349,16.7293,33.1636,0.8276,170.4677,137.7517,21.27,345.4363,346.1361,346.3362,346.345,346.8359,347.079,NA,NA,347.9522,0.0086,0.243,NA,0,NA,1
lb,1,4,M,S,2,32,61,3,1,3,4,4,3,42,5,9,644.77,495.32,659.32,512.76,14.5541,17.4396,22.7148,0.7738,173.4913,150.7766,21.27,352.201,352.9342,353.134,353.1395,353.6339,353.9066,354.7499,355.047,355.9162,0.0054,0.2724,0.2969,0,NA,2
lb,1,4,M,S,2,33,62,3,1,3,1,5,1,43,5,5,668.6,476.25,524,396,-144.5974,-80.2533,165.3753,0.4517,165.7145,0.3528,21.27,360.0982,360.7646,360.9645,360.971,361.4645,361.6685,362.5142,362.786,363.6472,0.0064,0.2039,0.2716,1,NA,2 return
lb,1,4,M,S,2,34,64,3,4,2,4,5,1,34,5,5,640,533.45,619.24,511.37,-20.7617,-22.0769,30.3058,0.7996,150.0042,180.0906,21.27,371.5612,372.2776,372.4776,372.4834,372.9774,373.2763,374.1269,374.403,375.2768,0.0057,0.2988,0.2759,0,NA,2 return
lb,1,4,M,S,2,35,65,1,4,0,0,1,0,0,5,5,640,523.92,667.61,536.36,27.6094,12.4477,30.2857,0.9498,156.2034,127.672,21.27,379.5253,380.1749,380.3748,380.3807,NA,NA,NA,NA,380.8916,0.0057,NA,NA,0,NA,0
lb,1,4,M,S,2,36,66,3,1,2,1,5,2,21,5,5,666.21,512,650.65,492.11,-15.5619,-19.8945,25.258,0.8877,183.8746,159.3372,21.27,385.2899,386.0064,386.2063,386.2121,386.7063,387.1011,387.9392,388.3022,389.1722,0.0057,0.3946,0.3629,0,NA,2 return
lb,1,4,M,S,2,37,67,2,1,2,0,3,2,2,5,6,640,535.83,657.25,533.59,17.2461,-2.2452,17.3916,0.844,148.5096,163.6529,21.27,393.5039,394.3038,394.5035,394.511,395.0034,395.3125,NA,NA,396.1697,0.0073,0.309,NA,0,NA,1
lb,1,4,M,S,2,38,68,3,3,1,2,4,3,32,5,3,613.79,502.47,621.41,462.55,7.6244,-39.9168,40.6384,0.7268,154.685,192.33690000000001,21.27,400.4683,401.1182,401.3181,401.6368,402.1343,402.3851,403.2341,403.6658,404.5337,0.3186,0.2506,0.4316,0,NA,2
lb,1,4,M,S,2,39,71,3,3,4,2,4,3,23,5,3,647.15,516.77,663.88,514.15,16.7335,-2.6178,16.937,0.6328,166.3003,180.71,21.27,419.7452,420.4785,420.6785,420.6843,421.1782,421.4325,422.2778,422.575,423.4442,0.0056,0.2541,0.2971,0,NA,2
lb,1,4,M,S,2,40,72,3,4,3,4,5,2,12,5,5,651.92,533.45,634.41,545.73,-17.5054,12.2863,21.3868,0.7932,140.9712,147.1515,21.27,427.5428,428.2758,428.4757,428.4821,428.9755,429.2496,430.092,430.3386,431.2081,0.0061,0.2739,0.2464,0,NA,2 return
lb,1,4,M,S,3,1,1,2,3,4,0,3,2,2,5,6,635.23,538.21,655.46,481.3,20.2272,-56.9174,60.4047,0.7645,150.8348,178.1948,21.27,2.0495,2.7825,2.9826,2.9884,3.4824,3.7621000000000002,NA,NA,4.632,0.0056,0.2796,NA,0,NA,1
lb,1,4,M,S,3,2,3,2,3,1,0,2,1,3,5,2,628.08,497.7,643.2,566.89,15.110900000000001,69.1893,70.8202,0.6924,145.8751,208.7007,21.27,14.9786,15.6449,15.8448,15.8508,16.3446,16.605,NA,NA,17.4776,0.0059,0.2602,NA,0,NA,1
lb,1,4,M,S,3,3,4,2,4,2,0,2,1,3,5,2,616.17,516.77,656.25,468.33,40.0772,-48.4381,62.8684,0.6216,144.8091,207.6774,21.27,21.4596,22.1927,22.3928,22.3984,22.8925,23.1685,NA,NA,24.0255,0.0055,0.2758,NA,0,NA,1
lb,1,4,M,S,3,4,6,3,4,3,1,4,3,13,5,1,623.32,512,627.82,551.99,4.506,39.9883,40.2414,0.7122,153.061,187.7274,21.27,32.2228,32.9059,33.106,33.1117,33.6056,33.9094,34.7553,35.0602,35.9215,0.0055,0.3037,0.3048,0,NA,2
lb,1,4,M,S,3,5,7,2,4,2,0,2,1,3,5,2,666.21,500.08,597.77,544.94,-68.4486,44.857,81.8374,0.7593,191.6304,111.4382,21.27,39.9202,40.6033,40.8033,40.8092,41.3031,41.5398,NA,NA,42.4028,0.0058,0.2366,NA,0,NA,1
lb,1,4,M,S,3,6,9,2,1,2,0,3,2,2,5,6,632.85,542.98,622.23,515.96,-10.6202,-27.0156,29.0281,0.9085,138.4689,149.3524,21.27,49.034,49.7173,49.9171,49.9228,50.4168,50.7403,NA,NA,51.5999,0.0056,0.3233,NA,0,NA,1
lb,1,4,M,S,3,7,10,3,3,1,2,4,3,32,5,3,642.38,521.53,671.52,474.93,29.1364,-46.6067,54.9647,0.8196,159.5689,212.9409,21.27,55.7983,56.4648,56.6647,56.6706,57.1645,57.458,58.3142,58.8078,59.6804,0.0058,0.2934,0.4934,0,NA,2
lb,1,4,M,S,3,8,13,3,3,4,3,5,2,21,5,5,620.94,483.4,669,471.97,48.0649,-11.43,49.4053,0.6421,161.2231,115.8546,21.27,73.376,74.0924,74.2923,74.2981,74.7921,75.0345,75.8751,76.2195,77.0913,0.0057,0.2423,0.3442,0,NA,2 return
lb,1,4,M,S,3,9,14,1,1,0,0,1,0,0,5,5,666.21,478.64,654.86,483.82,-11.3588,5.18,12.4842,0.8409,164.8211,157.937,21.27,81.04,81.8231,82.0232,82.0291,NA,NA,NA,NA,82.5395,0.0058,NA,NA,0,NA,0
lb,1,4,M,S,3,10,15,2,2,1,0,3,2,1,5,4,632.85,516.77,640.77,517.34,7.915,0.5697,7.9354,0.6768,162.9345,168.747,21.27,86.6882,87.4046,87.6046,87.6108,88.1047,88.4257,NA,NA,89.2873,0.0061,0.3208,NA,0,NA,1
lb,1,4,M,S,3,11,16,3,4,2,4,5,1,34,5,5,625.7,502.47,620.79,483.54,-4.9083,-18.9246,19.5507,0.8158,181.2841,198.2131,21.27,93.286,94.1192,94.3192,94.3249,94.819,95.0912,95.9352,96.2175,97.0848,0.0055,0.272,0.2822,0,NA,2 return
lb,1,4,M,S,3,12,17,3,1,2,1,5,2,21,5,5,666.21,542.98,706.06,602.14,39.8482,59.1562,71.3256,0.6832,204.8721,275.3778,21.27,101.2335,101.9165,102.1165,102.1225,102.6164,102.8598,103.6992,104.0032,104.8658,0.0058,0.2433,0.3039,0,NA,2 return
lb,1,4,M,S,3,13,18,3,1,3,1,5,1,43,5,5,637.62,481.02,616.33,472.24,-21.2888,-8.7812,23.0287,0.7423,142.2545,120.0874,21.27,108.8809,109.5641,109.7639,109.77,110.2638,110.5215,111.3634,111.7885,112.6467,0.0059,0.2576,0.4249,0,NA,2 return
lb,1,4,M,S,3,14,21,2,3,1,0,2,1,3,5,2,642.38,492.94,654.26,496.49,11.8786,3.5571,12.3998,0.9715,153.3575,164.8698,21.27,125.7087,126.3752,126.5752,126.581,127.075,127.3884,NA,NA,128.2579,0.0057,0.3132,NA,0,NA,1
lb,1,4,M,S,3,15,23,2,1,3,0,2,1,4,5,8,644.77,483.4,644.23,478.96,-0.5358,-4.4456,4.4778,0.8125,141.8147,139.5406,21.27,135.1722,135.9057,136.1052,136.1109,136.6052,136.8145,NA,NA,137.6715,0.0056,0.2092,NA,0,NA,1
lb,1,4,M,S,3,16,24,2,4,3,0,3,2,1,5,4,618.55,488.17,658.97,496.88,40.4207,8.714,41.3493,0.949,165.8365,140.3229,21.27,141.82,142.6701,142.8697,142.8763,143.3695,143.6404,NA,NA,144.5026,0.0063,0.2706,NA,0,NA,1
lb,1,4,M,S,3,17,25,2,4,3,0,3,2,1,5,4,625.7,540.6,644.31,484.16,18.6112,-56.4333,59.423,0.9718,194.996,142.6424,21.27,148.8012,149.501,149.7008,149.7065,150.2006,150.4686,NA,NA,151.3336,0.0055,0.2679,NA,0,NA,1
lb,1,4,M,S,3,18,27,3,1,2,4,4,3,24,5,9,618.55,476.25,606.52,516.45,-12.0324,40.1998,41.962,0.9754,205.0938,186.8622,21.27,160.7305,161.5304,161.7302,161.7361,162.23,162.4774,163.3296,163.9113,164.7795,0.0057,0.2473,0.5815,0,NA,2
lb,1,4,M,S,3,19,28,3,2,4,2,5,1,43,5,5,647.15,483.4,629.76,511.13,-17.3915,27.7263,32.7294,0.8267,190.2837,157.9708,21.27,169.1111,170.5274,170.7272,170.733,171.2272,171.5211,172.3766,172.7938,173.6596,0.0057,0.2938,0.417,0,NA,2 return
lb,1,4,M,S,3,20,30,3,2,1,2,5,2,12,5,5,659.06,540.6,686.16,523.17,27.0913,-17.4255,32.2116,0.7752,161.2231,193.4346,21.27,181.3073,182.2069,182.4067,182.413,182.9066,183.1824,184.023,184.2796,185.1391,0.0061,0.2756,0.2565,0,NA,2 return
lb,1,4,M,S,3,21,32,3,4,3,4,5,2,12,5,5,618.55,478.64,630.19,475.64,11.6355,-2.9919,12.014,0.7701,203.3339,197.9391,21.27,193.5198,194.2529,194.4528,194.4585,194.9526,195.2369,196.0855,196.5669,197.4354,0.0055,0.2841,0.4812,0,NA,2 return
lb,1,4,M,S,3,22,34,1,4,0,0,1,0,0,5,5,625.7,492.94,549.51,448.24,-76.1896,-44.6968,88.3327,1.0376,188.0234,274.125,21.27,210.5808,211.2805,211.4804,211.4869,NA,NA,NA,NA,211.9969,0.0063,NA,NA,0,NA,0
lb,1,4,M,S,3,23,38,1,2,0,0,1,0,0,5,5,649.53,500.08,634.17,509.06,-15.3606,8.9781,17.7919,1.0368,179.5756,162.4759,21.27,231.6739,232.357,232.5569,232.5627,NA,NA,NA,NA,233.0733,0.0056,NA,NA,0,NA,0
lb,1,4,M,S,3,24,39,3,2,1,3,4,3,14,5,7,666.21,483.4,642.19,524.34,-24.0268,40.9411,47.4706,0.7872,125.6552,171.8905,21.27,237.5055,238.305,238.5049,238.5132,239.0048,239.2878,240.1378,240.4111,241.2707,0.008,0.2828,0.2731,0,NA,2
lb,1,4,M,S,3,25,40,1,4,0,0,1,0,0,5,5,606.64,547.75,619.36,543.34,12.7269,-4.403,13.467,1.0359,169.8964,161.0802,21.27,245.4528,246.269,246.4691,246.4749,NA,NA,NA,NA,246.9854,0.0056,NA,NA,0,NA,0
lb,1,4,M,S,3,26,42,2,2,4,0,2,1,4,5,8,642.38,476.25,658.62,508.41,16.2419,32.1569,36.0259,0.9863,189.9168,154.5704,21.27,257.3322,258.6982,258.8984,258.9041,259.398,259.6577,NA,NA,260.5311,0.0056,0.2595,NA,0,NA,1
lb,1,4,M,S,3,27,44,3,4,2,1,4,3,31,5,1,656.68,519.15,686.14,528.51,29.4549,9.3624,30.9071,0.5666,181.3781,209.7494,21.27,269.1282,269.8113,270.0112,270.017,270.5112,270.8395,271.694,271.9763,272.8438,0.0056,0.3282,0.2821,0,NA,2
lb,1,4,M,S,3,28,52,3,3,4,2,4,3,23,5,3,642.38,526.3,691.34,471.8,48.9606,-54.4979,73.2609,0.6986,156.4214,229.2677,21.27,301.3509,302.0507,302.2507,302.2567,302.7505,303.1704,304.0167,304.3144,305.1832,0.0058,0.4197,0.2976,0,NA,2
lb,1,4,M,S,3,29,54,2,1,3,0,2,1,4,5,8,628.08,481.02,619.93,493.45,-8.1508,12.4336,14.8671,0.7555,153.9386,167.7135,21.27,313.9135,314.5965,314.7965,314.8023,315.2964,315.5945,NA,NA,316.4626,0.0057,0.2979,NA,0,NA,1
